seed,task_id,rows_available,unique_x_available,rows_dropped_invalid_xy,total_points_target,n_bins_used,non_empty_bins,empty_bins,sampled_points,coverage_assigned,density_assigned,redistributed_count,resampled_count,status,notes,run_seed,run_timestamp_utc
3653403230,1,349,264,0,24,8,6,2,24,6,18,0,0,ok,,0,2026-02-21T04:23:59.494272+00:00
2735729614,14,392,93,0,24,8,8,0,24,8,16,0,0,ok,,0,2026-02-21T04:23:59.494272+00:00
2195314464,18,314,260,0,24,8,8,0,24,8,16,0,0,ok,,0,2026-02-21T04:23:59.494272+00:00
1158725111,19,194,108,0,24,8,8,0,24,8,16,0,0,ok,,0,2026-02-21T04:23:59.494272+00:00
1322117303,23,452,77,0,24,8,8,0,24,8,16,0,0,ok,,0,2026-02-21T04:23:59.494272+00:00
175979944,42,9162,366,0,24,8,8,0,24,8,16,0,0,ok,,0,2026-02-21T04:23:59.494272+00:00
323153948,43,10369,3102,0,24,8,8,0,24,8,16,0,0,ok,,0,2026-02-21T04:23:59.494272+00:00
70985653,44,10369,2304,0,24,8,8,0,24,8,16,0,0,ok,,0,2026-02-21T04:23:59.494272+00:00
752767290,45,10369,2359,0,24,8,8,0,24,8,16,0,0,ok,,0,2026-02-21T04:23:59.494272+00:00
3492969079,56,192,43,0,24,8,8,0,24,8,16,0,0,ok,,0,2026-02-21T04:23:59.494272+00:00
2789219405,64,162,48,0,24,8,8,0,24,8,16,0,0,ok,,0,2026-02-21T04:23:59.494272+00:00
3920255352,66,1331,1140,0,24,8,7,1,24,7,17,0,0,ok,,0,2026-02-21T04:23:59.494272+00:00
2163061374,67,1331,1159,0,24,8,8,0,24,8,16,0,0,ok,,0,2026-02-21T04:23:59.494272+00:00
2605480816,68,498,421,0,24,8,8,0,24,8,16,0,0,ok,,0,2026-02-21T04:23:59.494272+00:00
4169308740,73,5084,5082,0,24,8,8,0,24,8,16,0,0,ok,,0,2026-02-21T04:23:59.494272+00:00
3133163870,74,194,178,0,24,8,7,1,24,7,17,0,0,ok,,0,2026-02-21T04:23:59.494272+00:00
2715582398,75,205,96,0,24,8,8,0,24,8,16,0,0,ok,,0,2026-02-21T04:23:59.494272+00:00
2334851558,76,347,82,0,24,8,8,0,24,8,16,0,0,ok,,0,2026-02-21T04:23:59.494272+00:00
2404827116,78,721,707,0,24,8,8,0,24,8,16,0,0,ok,,0,2026-02-21T04:23:59.494272+00:00
4016105478,84,3102,2875,0,24,8,8,0,24,8,16,0,0,ok,,0,2026-02-21T04:23:59.494272+00:00
1191196491,93,432,432,0,24,8,8,0,24,8,16,0,0,ok,,0,2026-02-21T04:23:59.494272+00:00
3504064332,98,94,31,0,24,8,8,0,24,8,16,0,0,ok,,0,2026-02-21T04:23:59.494272+00:00
2881392815,100,209,60,0,24,8,8,0,24,8,16,0,0,ok,,0,2026-02-21T04:23:59.494272+00:00
