task_id,trial_id,input,target,x,y,x_name,y_name,x_description,y_description,pair_id,source_file,bin_id,bin_left,bin_right,sample_stage,seed
1,0,[287.0],10.0,287.0,10.0,altitude,temperature (average over 1961-1990),altitude,temperature (average over 1961-1990),pair0001,/Users/aj9225/Local/meta-learning-ecological-priors-from-llms/functionlearning/data/cause-effects/pairs/pair0001.txt,0,0.0,370.0,density,3090441203
1,1,[68.0],9.2,68.0,9.2,altitude,temperature (average over 1961-1990),altitude,temperature (average over 1961-1990),pair0001,/Users/aj9225/Local/meta-learning-ecological-priors-from-llms/functionlearning/data/cause-effects/pairs/pair0001.txt,0,0.0,370.0,density,3090441203
1,2,[170.0],9.2,170.0,9.2,altitude,temperature (average over 1961-1990),altitude,temperature (average over 1961-1990),pair0001,/Users/aj9225/Local/meta-learning-ecological-priors-from-llms/functionlearning/data/cause-effects/pairs/pair0001.txt,0,0.0,370.0,density,3090441203
1,3,[131.0],9.7,131.0,9.7,altitude,temperature (average over 1961-1990),altitude,temperature (average over 1961-1990),pair0001,/Users/aj9225/Local/meta-learning-ecological-priors-from-llms/functionlearning/data/cause-effects/pairs/pair0001.txt,0,0.0,370.0,density,3090441203
1,4,[549.0],7.8,549.0,7.8,altitude,temperature (average over 1961-1990),altitude,temperature (average over 1961-1990),pair0001,/Users/aj9225/Local/meta-learning-ecological-priors-from-llms/functionlearning/data/cause-effects/pairs/pair0001.txt,1,370.0,740.0,density,3090441203
1,5,[42.0],8.7,42.0,8.7,altitude,temperature (average over 1961-1990),altitude,temperature (average over 1961-1990),pair0001,/Users/aj9225/Local/meta-learning-ecological-priors-from-llms/functionlearning/data/cause-effects/pairs/pair0001.txt,0,0.0,370.0,density,3090441203
1,6,[758.0],7.2,758.0,7.2,altitude,temperature (average over 1961-1990),altitude,temperature (average over 1961-1990),pair0001,/Users/aj9225/Local/meta-learning-ecological-priors-from-llms/functionlearning/data/cause-effects/pairs/pair0001.txt,2,740.0,1110.0,density,3090441203
1,7,[2960.0],-4.8,2960.0,-4.8,altitude,temperature (average over 1961-1990),altitude,temperature (average over 1961-1990),pair0001,/Users/aj9225/Local/meta-learning-ecological-priors-from-llms/functionlearning/data/cause-effects/pairs/pair0001.txt,7,2590.0,2960.0,coverage,3090441203
1,8,[284.0],8.9,284.0,8.9,altitude,temperature (average over 1961-1990),altitude,temperature (average over 1961-1990),pair0001,/Users/aj9225/Local/meta-learning-ecological-priors-from-llms/functionlearning/data/cause-effects/pairs/pair0001.txt,0,0.0,370.0,coverage,3090441203
1,9,[921.0],4.8,921.0,4.8,altitude,temperature (average over 1961-1990),altitude,temperature (average over 1961-1990),pair0001,/Users/aj9225/Local/meta-learning-ecological-priors-from-llms/functionlearning/data/cause-effects/pairs/pair0001.txt,2,740.0,1110.0,coverage,3090441203
1,10,[839.0],4.9,839.0,4.9,altitude,temperature (average over 1961-1990),altitude,temperature (average over 1961-1990),pair0001,/Users/aj9225/Local/meta-learning-ecological-priors-from-llms/functionlearning/data/cause-effects/pairs/pair0001.txt,2,740.0,1110.0,density,3090441203
1,11,[635.0],7.4,635.0,7.4,altitude,temperature (average over 1961-1990),altitude,temperature (average over 1961-1990),pair0001,/Users/aj9225/Local/meta-learning-ecological-priors-from-llms/functionlearning/data/cause-effects/pairs/pair0001.txt,1,370.0,740.0,coverage,3090441203
1,12,[270.0],8.6,270.0,8.6,altitude,temperature (average over 1961-1990),altitude,temperature (average over 1961-1990),pair0001,/Users/aj9225/Local/meta-learning-ecological-priors-from-llms/functionlearning/data/cause-effects/pairs/pair0001.txt,0,0.0,370.0,density,3090441203
1,13,[92.0],9.6,92.0,9.6,altitude,temperature (average over 1961-1990),altitude,temperature (average over 1961-1990),pair0001,/Users/aj9225/Local/meta-learning-ecological-priors-from-llms/functionlearning/data/cause-effects/pairs/pair0001.txt,0,0.0,370.0,density,3090441203
1,14,[1640.0],3.4,1640.0,3.4,altitude,temperature (average over 1961-1990),altitude,temperature (average over 1961-1990),pair0001,/Users/aj9225/Local/meta-learning-ecological-priors-from-llms/functionlearning/data/cause-effects/pairs/pair0001.txt,4,1480.0,1850.0,coverage,3090441203
1,15,[26.0],9.0,26.0,9.0,altitude,temperature (average over 1961-1990),altitude,temperature (average over 1961-1990),pair0001,/Users/aj9225/Local/meta-learning-ecological-priors-from-llms/functionlearning/data/cause-effects/pairs/pair0001.txt,0,0.0,370.0,density,3090441203
1,16,[692.0],6.0,692.0,6.0,altitude,temperature (average over 1961-1990),altitude,temperature (average over 1961-1990),pair0001,/Users/aj9225/Local/meta-learning-ecological-priors-from-llms/functionlearning/data/cause-effects/pairs/pair0001.txt,1,370.0,740.0,density,3090441203
1,17,[7.0],8.6,7.0,8.6,altitude,temperature (average over 1961-1990),altitude,temperature (average over 1961-1990),pair0001,/Users/aj9225/Local/meta-learning-ecological-priors-from-llms/functionlearning/data/cause-effects/pairs/pair0001.txt,0,0.0,370.0,density,3090441203
1,18,[2.0],8.4,2.0,8.4,altitude,temperature (average over 1961-1990),altitude,temperature (average over 1961-1990),pair0001,/Users/aj9225/Local/meta-learning-ecological-priors-from-llms/functionlearning/data/cause-effects/pairs/pair0001.txt,0,0.0,370.0,density,3090441203
1,19,[440.0],8.7,440.0,8.7,altitude,temperature (average over 1961-1990),altitude,temperature (average over 1961-1990),pair0001,/Users/aj9225/Local/meta-learning-ecological-priors-from-llms/functionlearning/data/cause-effects/pairs/pair0001.txt,1,370.0,740.0,density,3090441203
