seed,task_id,rows_available,unique_x_available,rows_dropped_invalid_xy,total_points_target,n_bins_used,non_empty_bins,empty_bins,sampled_points,coverage_assigned,density_assigned,redistributed_count,resampled_count,status,notes,run_seed,run_timestamp_utc
4058335882,1,349,264,0,24,8,6,2,24,6,18,0,0,ok,,7,2026-02-21T04:22:04.520223+00:00
2684764584,14,392,93,0,24,8,8,0,24,8,16,0,0,ok,,7,2026-02-21T04:22:04.520223+00:00
2938530452,18,314,260,0,24,8,8,0,24,8,16,0,0,ok,,7,2026-02-21T04:22:04.520223+00:00
3853503931,19,194,108,0,24,8,8,0,24,8,16,0,0,ok,,7,2026-02-21T04:22:04.520223+00:00
2483747169,23,452,77,0,24,8,8,0,24,8,16,0,0,ok,,7,2026-02-21T04:22:04.520223+00:00
3331544670,42,9162,366,0,24,8,8,0,24,8,16,0,0,ok,,7,2026-02-21T04:22:04.520223+00:00
3580503873,43,10369,3102,0,24,8,8,0,24,8,16,0,0,ok,,7,2026-02-21T04:22:04.520223+00:00
967257514,44,10369,2304,0,24,8,8,0,24,8,16,0,0,ok,,7,2026-02-21T04:22:04.520223+00:00
238506308,45,10369,2359,0,24,8,8,0,24,8,16,0,0,ok,,7,2026-02-21T04:22:04.520223+00:00
1289204376,56,192,43,0,24,8,8,0,24,8,16,0,0,ok,,7,2026-02-21T04:22:04.520223+00:00
1224353587,64,162,48,0,24,8,8,0,24,8,16,0,0,ok,,7,2026-02-21T04:22:04.520223+00:00
3751883478,66,1331,1140,0,24,8,7,1,24,7,17,0,0,ok,,7,2026-02-21T04:22:04.520223+00:00
3919686767,67,1331,1159,0,24,8,8,0,24,8,16,0,0,ok,,7,2026-02-21T04:22:04.520223+00:00
22614309,68,498,421,0,24,8,8,0,24,8,16,0,0,ok,,7,2026-02-21T04:22:04.520223+00:00
2146567900,73,5084,5082,0,24,8,8,0,24,8,16,0,0,ok,,7,2026-02-21T04:22:04.520223+00:00
3527149198,74,194,178,0,24,8,7,1,24,7,17,0,0,ok,,7,2026-02-21T04:22:04.520223+00:00
564533597,75,205,96,0,24,8,8,0,24,8,16,0,0,ok,,7,2026-02-21T04:22:04.520223+00:00
3423387128,76,347,82,0,24,8,8,0,24,8,16,0,0,ok,,7,2026-02-21T04:22:04.520223+00:00
511457568,78,721,707,0,24,8,8,0,24,8,16,0,0,ok,,7,2026-02-21T04:22:04.520223+00:00
2009765318,84,3102,2875,0,24,8,8,0,24,8,16,0,0,ok,,7,2026-02-21T04:22:04.520223+00:00
3506691143,93,432,432,0,24,8,8,0,24,8,16,0,0,ok,,7,2026-02-21T04:22:04.520223+00:00
1301514361,98,94,31,0,24,8,8,0,24,8,16,0,0,ok,,7,2026-02-21T04:22:04.520223+00:00
1467175556,100,209,60,0,24,8,8,0,24,8,16,0,0,ok,,7,2026-02-21T04:22:04.520223+00:00
