task_id,trial_id,input,target,x,y,x_name,y_name,x_description,y_description,pair_id,source_file,bin_id,bin_left,bin_right,sample_stage,seed
1,0,[7.0],7.9,7.0,7.9,altitude,temperature (average over 1961-1990),altitude,temperature (average over 1961-1990),pair0001,/Users/aj9225/Local/meta-learning-ecological-priors-from-llms/functionlearning/data/cause-effects/pairs/pair0001.txt,0,0.0,370.0,density,3653403230
1,1,[81.0],7.9,81.0,7.9,altitude,temperature (average over 1961-1990),altitude,temperature (average over 1961-1990),pair0001,/Users/aj9225/Local/meta-learning-ecological-priors-from-llms/functionlearning/data/cause-effects/pairs/pair0001.txt,0,0.0,370.0,density,3653403230
1,2,[157.0],8.9,157.0,8.9,altitude,temperature (average over 1961-1990),altitude,temperature (average over 1961-1990),pair0001,/Users/aj9225/Local/meta-learning-ecological-priors-from-llms/functionlearning/data/cause-effects/pairs/pair0001.txt,0,0.0,370.0,density,3653403230
1,3,[109.0],9.6,109.0,9.6,altitude,temperature (average over 1961-1990),altitude,temperature (average over 1961-1990),pair0001,/Users/aj9225/Local/meta-learning-ecological-priors-from-llms/functionlearning/data/cause-effects/pairs/pair0001.txt,0,0.0,370.0,density,3653403230
1,4,[144.0],9.9,144.0,9.9,altitude,temperature (average over 1961-1990),altitude,temperature (average over 1961-1990),pair0001,/Users/aj9225/Local/meta-learning-ecological-priors-from-llms/functionlearning/data/cause-effects/pairs/pair0001.txt,0,0.0,370.0,density,3653403230
1,5,[443.0],9.2,443.0,9.2,altitude,temperature (average over 1961-1990),altitude,temperature (average over 1961-1990),pair0001,/Users/aj9225/Local/meta-learning-ecological-priors-from-llms/functionlearning/data/cause-effects/pairs/pair0001.txt,1,370.0,740.0,density,3653403230
1,6,[344.5],8.1,344.5,8.1,altitude,temperature (average over 1961-1990),altitude,temperature (average over 1961-1990),pair0001,/Users/aj9225/Local/meta-learning-ecological-priors-from-llms/functionlearning/data/cause-effects/pairs/pair0001.txt,0,0.0,370.0,coverage,3653403230
1,7,[1486.0],3.3,1486.0,3.3,altitude,temperature (average over 1961-1990),altitude,temperature (average over 1961-1990),pair0001,/Users/aj9225/Local/meta-learning-ecological-priors-from-llms/functionlearning/data/cause-effects/pairs/pair0001.txt,4,1480.0,1850.0,coverage,3653403230
1,8,[692.0],6.0,692.0,6.0,altitude,temperature (average over 1961-1990),altitude,temperature (average over 1961-1990),pair0001,/Users/aj9225/Local/meta-learning-ecological-priors-from-llms/functionlearning/data/cause-effects/pairs/pair0001.txt,1,370.0,740.0,density,3653403230
1,9,[440.0],6.9,440.0,6.9,altitude,temperature (average over 1961-1990),altitude,temperature (average over 1961-1990),pair0001,/Users/aj9225/Local/meta-learning-ecological-priors-from-llms/functionlearning/data/cause-effects/pairs/pair0001.txt,1,370.0,740.0,density,3653403230
1,10,[4.0],8.4,4.0,8.4,altitude,temperature (average over 1961-1990),altitude,temperature (average over 1961-1990),pair0001,/Users/aj9225/Local/meta-learning-ecological-priors-from-llms/functionlearning/data/cause-effects/pairs/pair0001.txt,0,0.0,370.0,density,3653403230
1,11,[846.0],5.6,846.0,5.6,altitude,temperature (average over 1961-1990),altitude,temperature (average over 1961-1990),pair0001,/Users/aj9225/Local/meta-learning-ecological-priors-from-llms/functionlearning/data/cause-effects/pairs/pair0001.txt,2,740.0,1110.0,density,3653403230
1,12,[42.0],7.9,42.0,7.9,altitude,temperature (average over 1961-1990),altitude,temperature (average over 1961-1990),pair0001,/Users/aj9225/Local/meta-learning-ecological-priors-from-llms/functionlearning/data/cause-effects/pairs/pair0001.txt,0,0.0,370.0,density,3653403230
1,13,[185.0],9.3,185.0,9.3,altitude,temperature (average over 1961-1990),altitude,temperature (average over 1961-1990),pair0001,/Users/aj9225/Local/meta-learning-ecological-priors-from-llms/functionlearning/data/cause-effects/pairs/pair0001.txt,0,0.0,370.0,density,3653403230
1,14,[792.0],6.8,792.0,6.8,altitude,temperature (average over 1961-1990),altitude,temperature (average over 1961-1990),pair0001,/Users/aj9225/Local/meta-learning-ecological-priors-from-llms/functionlearning/data/cause-effects/pairs/pair0001.txt,2,740.0,1110.0,coverage,3653403230
1,15,[496.0],7.7,496.0,7.7,altitude,temperature (average over 1961-1990),altitude,temperature (average over 1961-1990),pair0001,/Users/aj9225/Local/meta-learning-ecological-priors-from-llms/functionlearning/data/cause-effects/pairs/pair0001.txt,1,370.0,740.0,density,3653403230
