slope,offset
0.5364610147222083,-0.34028589617108784
0.5214460303517323,0.21639328087560614
0.5327815479000321,0.2274254438658562
0.46807544085093933,0.1327000159900751
0.31771698265123016,-0.061388718473028764
0.553719989047311,0.11207397642173045
0.45152778720776565,-0.0282458651272987
0.3993058370286242,0.21135880985941044
0.5052723538560302,0.4979206295427338
0.8299673742036877,0.31313789914442247
0.7477364310236452,0.09288665249127477
-0.12840631846407757,-0.28283138752473047
1.2024206379437872,0.4045831663098156
0.7636842288177385,0.2156561132666324
0.8091173002993892,0.167776847935586
0.6088900810413235,0.1261847077011772
0.47792958576641853,-0.07690374542039358
0.3230713546981484,0.26063755313840903
0.5276824992731488,0.1987712381278075
0.5474624700359457,0.20376803802485172
0.5123103768132504,-0.014586399139838013
0.6487909873005813,0.017344964303052924
0.6728258500095927,0.4328138410903511
0.6681103474396859,0.035565567329578766
0.14994917607557823,-0.15412001855068752
0.6295822916687974,0.20890990892251546
0.2560657458578711,-0.05184647383745282
0.27994632573206746,-0.04206327085436213
0.5470424198089769,0.17516109545247996
0.4473676785072771,-0.15752873025947758
0.5241255804666936,-0.042206855237258784
0.5826815617062326,0.0889776581062454
0.36832893634957664,0.05660631539649338
0.46123338220678695,0.12755500157227187
0.43026839248773463,-0.005340973301837153
0.22968332696470595,-0.17080630100420774
0.2259523737155429,0.12692857247425882
0.547279171223696,0.08080285662002956
0.7878704000475607,0.04581557738104355
1.203542399408219,0.31467611812681995
0.2905726339132987,-0.020576808424123093
1.1362755121020878,0.4080171763912747
-0.19807060124417797,-0.7842614095501795
0.47492446297385915,0.05428596553428402
0.17766928995069164,-0.12804393855165658
0.6833740711557826,-0.18191876495650824
0.6177013824160246,-0.05422241987102895
0.7024384583054009,0.0895907159051405
0.7711615152673122,0.20974984759478457
0.7018583054461474,0.0852541599950226
0.36160245724467244,-0.005492569290063445
0.45102518372879596,-0.21548972741297584
0.3672883594804415,-0.06563717444711661
1.8239067315712596,0.5793118354773519
0.357344693949064,-0.01666661793028797
0.7134966605250368,0.23517945425455059
1.1740137683469931,0.1777262008640427
0.5444937542698235,0.11169165427685637
1.2713622101465776,0.4739731130471104
0.9607211177145877,0.342265841929523
0.6194961546890014,0.08955971141677035
0.6915128950371883,0.08812747164618942
0.5769283109281085,0.03362611821932632
0.6755196713313792,-0.04370669722848146
0.6394286567489184,0.24996096703230766
0.4413946490430739,0.08699133931950506
0.5141782675647291,-0.1006541631407309
0.31390697582928995,-0.07825708358972869
0.5246124140909163,-0.03925034840481947
0.45380532829552545,-0.11520204205939447
0.578816376442483,0.10866149063799589
0.5512529232706875,0.12649805408444498
0.47947642994061357,-0.049414997001912195
0.5475629119271441,0.0918395856925121
0.2845377702252836,-0.0021526479948178147
0.24680229424680533,-0.04520988142172405
0.4558258866543604,0.13051032005433116
0.5345362341010198,0.2642742388211529
0.9966665644542954,0.09599997767614282
0.25138642692776736,-0.07273935591970568
0.11015934508176295,-0.07265603869063676
0.24486430793849856,0.1669137926090269
0.8416314130730549,0.2702579063527209
0.5812845717586314,0.15627975057538268
-0.172107523916452,0.03594047128262703
0.6096741531372825,-0.21977496036455088
0.29829544910258077,-0.16354166093363828
0.9787501148009393,-0.1602499983250733
0.40502259667587404,-0.028844427655767835
0.33383144096685224,0.033419186233161306
0.3977723086935574,-0.11201711496545767
0.363353888949568,-0.029603074712161885
0.2991397145207332,0.15841584136662099
0.4983296311881683,0.03201598261663262
0.4108703710679451,0.10371605877147545
0.6652293089257175,-0.05521243838799508
0.48077632764491773,0.03602088193659907
0.2904719325138013,-0.009063703803012996
0.573224501185033,0.06252624919225779
0.5452403069447526,-0.3328402651012161
0.4263080288018415,-0.1275176126579898
0.9152645910171525,0.0872540482349962
0.5470675991173836,-0.25784704012155196
0.677788464454973,-0.29265467744769696
0.25392112473409945,-0.19289021020397523
0.32909668981011364,-0.18260301266182768
0.2957631375782972,-0.07439615306695017
0.21278743080816398,0.018166173152622825
