slope,intercept
0.7524762269788547,0.24937365790460433
-0.8087818849381914,0.5902038472274304
1.5e-323,-1e-323
0.9085063321625422,0.24424632310551797
2e-323,-1.5e-323
1e-323,-1e-323
-0.7094170403624731,0.7329596412550231
-0.366025717406554,0.7344626371991578
0.7433154245172793,0.24612304304779387
-0.16519029257747242,0.7416145048789722
0.34547919105275804,0.36807767583735496
0.0,0.0
-1.2954170895443233,1.3573190229953997
-5e-324,5e-324
-5e-324,0.0
0.0024839082072664054,0.5911634581732256
-1.1321637412111463,0.9543859640719896
1.1116700190471642,-0.08129890370334988
-0.9049189269050171,0.9849376224723135
0.0,0.0
-1.1245753350169152,1.4061264517124505
-0.9048982216628559,0.8722243444593549
-1.1633759499551888,0.8170009103519809
-0.41961581049698415,1.2725774080852137
0.33972052658749563,0.4446811878960817
-0.5678817511858822,0.6524137790756319
-0.14969706307340447,0.6303889419569249
1.4285891193764464,-0.42492702310134806
-0.8590925058928068,0.7535549137227601
-1.037068052272362,1.142906288312307
-0.08340691249852861,0.6191806940307761
-0.8182421061765703,0.668984962906217
0.7842974752873082,0.2374800690257708
-0.8492630523572835,0.9221834274584948
-0.22320055219916668,0.6925778716399149
5e-324,-5e-324
-1.119217445123841,1.0655780861219237
0.0,0.0
0.9192762198900574,0.12919431271262838
-0.9318209124590697,0.9749023378425784
5e-324,0.0
-5e-324,5e-324
-0.9242105336848743,0.7594486258595884
0.0011884242526427613,0.583977692036018
0.9707599904112754,0.1362000825692424
0.6506806843418788,0.31932470545937996
-0.09665439657355468,0.7274562717400326
-1.1216287506084741,1.5968767240314874
0.0,0.0
0.0,0.0
0.9287748934235078,0.1730612718162159
-0.6981059871779337,0.6122198026023998
-0.5499108962449151,0.36608060245095164
-1.0735323895013205,0.9431752462596499
-0.6981158974815571,0.5148678555973191
-1.0415602304995144,1.1707689803891936
-0.4292710600779772,0.7583627616494422
0.02631578670597179,0.548684211251814
1e-323,-5e-324
0.8492577254901712,0.20858509553761473
0.0,0.0
0.45567451355661726,0.3065242756880512
0.786539083689034,0.25333733376040557
0.677943906590202,0.29437165975192414
0.004295540051330149,0.6824452842229709
0.7780697675994398,0.25646690807764505
-0.1379924885145185,0.7585472998451442
0.915309402882584,0.030356319859374592
-0.5072096563384318,0.3798778599213382
-0.3391477432272207,0.6485063496065528
0.0,0.0
-0.20558404210037998,1.0468195050846278
-0.9458782671712883,1.0233196785881395
1.7580428309498077,-0.7378815032254442
1.3751879692191824,-0.34012303433208285
0.8390752898768475,0.258882122972126
0.8316329878186307,0.07140631274973261
-0.882604228587873,0.7879899922778568
-0.7754447387113116,0.5928175400635205
-0.7702673958943791,0.6176714524281265
-0.6066090319525232,0.42056784816519077
1.0206726807623723,0.001680506450999544
