slope,offset
0.63164233691562,0.362496228498335
0.9329884755853696,0.06844306076143818
0.7235276430156976,0.28414859350080396
0.7495751356172258,0.1981305249785002
0.7156390476477533,0.2864072542982458
0.4039329872230072,0.5986006882176311
0.417242206046243,0.6186085732725615
0.9744562016416335,0.01701504048207526
0.7062264609419178,0.2979164941554148
0.6562878692690096,0.3916009433344803
0.7119200036901332,0.2618590269996032
0.0985786551262301,0.7792422669991382
0.9137193604967982,0.0716451307027749
0.7524762275567223,0.2493736576230233
0.9779248409901709,0.020420442856918082
0.9768737790240545,0.017859413645789583
0.9700896055521515,0.024954119173062075
1.0062777376866852,0.03708580810708523
0.9078732523687124,0.09702062418042968
0.9011643044002013,0.11679195124307533
0.45907678216050674,0.5634970589057382
0.914563197611498,0.06918890661867608
0.6680541097855485,0.3636836631609289
1.0513594804444983,-0.05943335995765725
0.9768635329947905,0.046475909216522976
1.006995023190785,-0.006202597174178206
0.9873546095375615,0.0371885586722279
-0.808781885862462,0.5902038460302028
1.0532412645513345,-0.06485967036931994
1.0108870819944193,0.03563875349152792
-0.8371083992430809,1.0061695657237244
2.0512681307715415,-1.1161503388050973
0.9930399817553037,0.013216714409416321
0.8960042781978892,0.10909683023712144
1.318421053793702,-0.30806391062112565
-0.5836144041571143,1.262266920656532
0.8960763380486437,0.1296082004304553
1.0160229586448957,0.005328726652402846
-0.8890808012462168,1.4713296598918695
0.9301400372944145,0.11511544993824135
0.6414538691467742,0.364166840107911
1.0132667408545109,-0.02392252947331359
0.970454956098779,0.02692134106066253
0.887500800566737,0.1115084704562549
0.8719766749423369,0.19336388405685243
0.6741751456592586,0.37890027192869274
-0.8129085139470789,1.2597267111739279
-0.9309372902316265,1.1843792900529564
0.6197452214176657,0.37586695087409766
1.0774258177436167,-0.05909062661488246
0.6090837626601414,0.39990451254317705
0.8488036759109746,0.15261229455844538
0.4371161001935659,0.5945823959267267
0.9132676554579726,0.14743665180320198
1.079930318639779,-0.07254699340884424
0.9500735499176253,0.11367652298811655
0.9085063323774919,0.2442463231989133
0.7980167340989647,0.2559652927376621
0.7541351011233985,0.2126016415042876
0.940675275755634,0.055962544299389134
-0.15227271563635836,0.972704017670028
1.0034902050811463,0.017891613156412495
0.7704761224040124,0.21075187380991262
0.6942801246293693,0.384919834922176
0.5628236738673118,0.5426540470986724
1.0771717930997258,0.07757592807050682
0.9748573239518008,0.022474861901467854
0.937408033157008,0.07459971687693244
-0.36743877482302917,1.068126710445249
0.6478195656073772,0.344394871636742
1.0179210062536137,-0.018704676722166077
0.8139785911499928,0.20318820783488956
0.4675349364262289,0.5582110537372605
0.2716411288181467,0.7342104281421172
